Sentence,IsBunin
князь давать палить глаз моргнуть вихрем нанесся князь прянуть грудь единый миг пересечь кадык клык страсть машенька сказать,1
Истинно баллада грех смеяться сударь ответить,1
бог спорить машенька,1
странно написать волк раз возле могила князь зарезанного написать сударь собственный желание князь домой живой привезти успеть смерть покаяться причастье принять последний миг приказать написать волк церковь могила назидание потомство княжескому,1
временам ослушаться,1
церковь домашний строенная,1
3 февраль 1938 степ вечер дорога чернь молодой купец красильщиков захватить ливень гроза,1
чуйка поднять ворот глубоко надвинутом картуз течь струя шибко ехать беговой дрожках сидеть верх возле щиток крепко упершись нога высокий сапог передний ось дёргать мокрый застывшими рука мокрый скользкий ремённый вожжи торопя резвый лошадь слева возле передний колесо крутиться целый фонтан жидкий грязь ровно бежать длинно высунуть язык коричневый пойнтер,1
красильщиков гнал чернозёмный колея вдоль шоссе превратиться сплошной серый поток пузырями свернуть шоссе задребезжал мелкий щебень,1
ни окрестный поле ни небо потоп пахнуть огуречный свежесть фосфор глаз дело знамение конец мир ослеплять рубиновый огонь извилисто жечь сверху великий стена туч резкий ветвистый молния голова треск лететь шипеть хвост разрывавшийся вслед необыкновенный сокрушать сила удар,1
лошадь раз дёргаться вперёд прижимать ухо собака идти скок,1
красильщиков расти учиться москва кончить университет приезжать лето тульский усадьба похожий богатый дача любить чувствовать помещик купец выйти мужик пить лафит курить золотой портсигар носить смазной сапог косоворотка поддёвка гордиться русский статья ливень грохоте чувствовать холодно лить козырёк нос полный энергичный удовольствие деревенский жизнь,1
лето вспоминать лето прошлый год связь известный актриса промучиться москва июль отъезд кисловодск безделье жара горячий вонь зелёный дым пылать железный чанах асфальт развороченных улица завтрак троицкий низка актёр малый театр собиравшимися кавказ сидение кофейня трамблэ вечер ожидание квартира мебель чехлах люстрами картина кисее запах нафталин,1
летний московский вечер бесконечный темнеть одиннадцать ждать ждать,1
звонок летний нарядность задыхающийся голос прости день пласт лежать головной боль завяла чайный роза спешить лихача взять голодна ужасный ливень сотрясающиеся перекат гром стихать отходить круг проясняться впереди влево шоссе показаться знакомый постоялый двор старик вдовец мещанина пронин,1
город оставаться двадцать верст перегодить подумать красильщиков лошадь мыле неизвестный чернота сторона загораться,1
переезд постоялый двор рысь свернуть осадить возле деревянный крыльцо дед громко крикнуть принимать гость,1
окно бревенчатый дом железный ржавый крыша тёмный крик отозваться,1
красильщиков замотать щиток вожжи подняться крыльцо вслед вскочить грязный мокрый собака вид бешеный глаз блестели ярко бессмысленный сдвинуть потный лоб картуз снять отяжелеть вода чуйка кинуть перила крыльцо остаться поддёвка ремённый пояс серебряный набор вытереть пёстрый грязный брызг лицо счищать кнутовище грязь голенищ,1
дверь сенцы отворить чувствоваться дом пустой,1
Верно скотина убирать подумать разогнувшись посмотреть поле ехать,1
вечерний воздух неподвижный сыр разный сторона бодро бить перепеть отягчить влага хлеб дождь перестать надвигалась ночь небо земля угрюмо темнели шоссе низкий чернильный гряда лес гуще мрачный чернеть туча широко зловеще вспыхивать красный пламя красильщиков шагнуть сенцы нашарить темнота дверь горница,1
горница тёмный тиха постукивали рублёвый час стена,1
хлопнуть дверь повернуть налево нашарить отворить другую избу муха сонно недовольно загудели жаркий темнота потолок подохнуть вслух сказать услыхать скорый певучий полудетский голос соскользнуть темнота нар степы дочь хозяин василь ликсеич,1
стряпуха поругаться палашей уйти домой папаша взять работник уехать дело город вернуться,1
напугалась гроза смерть слышать подъехать пуще испугаться,1
здравствовать извинить красильщиков чиркнуть спичка осветить чёрный глаз смуглый личико здравствуй дурочка,1
ехать город делаться заехать переждать,1
думать разбойник подъехать,1
спичка догорать смущенно улыбающееся личико коралловый ожерелие шейка маленький грудь жёлтенький ситцевый платье,1
вдвое рост девочка,1
лампа зажечь поспешно заговорить смутясь зоркий взгляд красильщиков кинуться лампочка стол,1
бог послать делать певуче говорить подняться цыпочки неловко вытягивать зубчатой решётка лампочка жестяной кружок стекло,1
красильщиков зажечь другую спичка глядеть вытянуться изогнувшуюся фигурка погоди сказать бросать спичка взять талия,1
постой повернись минутка,1
страх глянуть плечо уронить рука повернуться,1
притянуть вырывалась дико удивленно откинуть голова,1
сверху прямо твердо заглянуть сумрак глаз засмеяться пуще испугаться василь ликсеич пробормотать умоляющий потянуться рука погоди,1
нравиться,1
знать рад заезжать хороший свет выговорить тихо горячо видеть,1
длительно поцеловать губа рука скользнуть василь ликсеич,1
христос,1
забыть лошадь остаться крыльцом,1
папаша заехать,1
,1
полчаса выйти изба отвести лошадь двор поставить навес снять уздечка задать мокрый накошенной трава телеги стоявшей двор вернуться глядеть спокойный звезда расчистившемся небо,1
жаркий темнота тихий избы заглядывать разный сторона слабый далёкий зарница,1
лежать нарах сжавшись уткнуть голова грудь горячо наплакавшись ужас восторг внезапность случиться,1
поцеловать мокрую соленую слеза щека лечь навзничь положить голова плечо правый рука держать папиросу,1
лежать смирно молча куря ласково рассеянно приглаживать левый рука волос щекотавшие подбородок,1
заснуть,1
лежать глядеть темнота самодовольно усмехался папаша город уехать,1
уехать,1
Скверно понять сухенький быстрый старичок серенький поддевочке борода белоснежный густой бровь чёрный взгляд необыкновенно живой говорить пьяный умолку видеть насквозь,1
сон слежал час темнота избы слабо светлеть посередине потолок пол,1
повернуть голова видеть зеленоватый белеть окно восток различать сумраке угол стол большой образ угодник церковный облачение поднятую благословляющую рука непреклонно грозный взгляд,1
посмотреть лежать свернувшись поджать нога забыть сон,1
милый жалкий девчонка,1
небо светло петух разный голос орать стена сделать движение подняться,1
вскочить полусидеть бок расстегнуть грудь спутанными волос уставиться понимающими глаз степа сказать осторожно,1
ехать прошептать бессмысленный,1
прийти крест накрест ударить грудь рука ехать,1
,1
делать степа приехать папаша дома увидеть,1
лес шоссе прийти отлучиться дом,1
стиснуть зуб опрокинуть навзничь,1
широко разбросить рука воскликнуть сладкий предсмертный отчаяние стоять нарами поддёвка картузе кнут рука спиной окно густой блеск показаться солнце стоять нарах колено рыдать детски некрасиво раскрывать рот отрывисто выговаривала василь ликсеич,1
христос,1
царь небесный взять замуж,1
последний раб,1
порог ваш спать взять,1
уйти пустить,1
василь ликсеич замолчи строго сказать красильщиков,1
день приехать твой отец сказать жениться,1
слышать,1
сесть нога оборвать рыдание тупо раскрыть мокрый лучистый глаз правда правда крещение шестнадцатый пойти поспешно сказать,1
полгода венчаться,1
воротясь домой собираться вечер уехать тройка железный дорога,1
два день кисловодск,1
5 октябрь 1938 муза первый молодость вздумать учиться живопись страсть бросить имение тамбовский губерния провести зима москва брать урок бездарный известный художник неопрятный толстяк отлично усвоить полагаться длинный волос крупный сальный кудрями закинуть трубка зуб бархатный гранатовый куртка башмаках грязный серый гетры ненавидеть небрежность обращение снисходительный поглядывание прищуренными глаз работа ученик Занятно занятно,1
несомненный успех,1
жить арбат ресторан прага номер столица,1
день работать художник дом вечер проводить дешёвый ресторан разный новый знакомыми богема молодой потрепанными одинаково приверженный бильярду рака пиво,1
неприятный скучно жить,1
женоподобный нечистоплотный художник артистически запущенный завалить пыльной бутафория мастерский сумрачный столица,1
память остаться непрестанно валить окно снег глухо греметь звонить арбат конка вечер кисло вонять пиво газ тускло освещенном ресторан,1
понимать вести жалкий существование бедный,1
март сидеть дома работать карандаш отворенные фортка двойной рам несло зимний сырость мокрый снег дождь зимний цокать мостовый подковы музыкальный звонить конка постучать дверь прихожая,1
крикнуть ответ последовать,1
подождать крикнуть молчание новый стук,1
встать отворить порог стоить высокий девушка серый зимний шляпка серый прямой пальто серый ботиках смотреть упор глаз цвет жёлудь длинный ресница лицо волос шляпка блестят капля дождь снег смотреть говорить консерваторка муза граф,1
слышать интересный человек прийти познакомиться,1
иметь против,1
удивлённый ответить любезность польстить милость просить,1
предупредить слух дойти правильный интересный всякий случай дать войти держите дверь сказать прямо смотреть,1
польщены принимать,1
войти дома снимать серо серебристый место почернеть зеркало шляпка поправлять ржавый волос скинуть бросить стул пальто остаться клетчатый фланелевый платье сесть диван шмыгать мокрый снег дождь нос приказать снять ботик дать пальто носовой платок,1
подать платок утереться протянуть нога видеть вчера концерт шора безразлично сказать,1
сдерживать глупый улыбка удовольствие недоумение странный гостья покорно снять ботик,1
свежо пахнуть воздух волновать запах волновать соединение мужественность женственный молодой лицо прямой глаз крупный красивый рука оглянуть почувствовать стаскивать ботик платье округло полновесный лежать колено видеть выпуклый икра тонкий серый чулок удлинить ступня открытый лаковый туфля,1
удобно усесться диван собираться видимо уходить,1
знать говорить расспрашивать слышать жить,1
ответить слышать,1
пойти увидеть концерт,1
красивый,1
дочь доктор жить пречистенском бульвар,1
говорить неожиданный кратко,1
знать сказать спросить чаю хотеть сказать,1
приказать деньга купить белов яблоко ранет арбат,1
поторопить коридорного нетерпеливый кажетесь спокойный,1
,1
коридорный принести самовар мешочек яблоками заварить чай перетереть чашка ложечка,1
съевши яблоко выпить чашка чаю глубокий подвинуться диван похлопать рука возле сядьте,1
сесть обнять спеша поцеловать губа отстраниться посмотреть убедившись достойный закрыть глаз поцеловать старательный сказать облегчённо,1
послезавтра,1
номер тёмный печальный полусвет фонарь улица,1
чувствовать легко представить,1
счастие,1
молодой сильный вкус форма губа необыкновенный,1
сон слышать однообразный звон конок цоканье копыт послезавтра пообедать прага сказать,1
неопытный,1
воображать обо думать,1
дело первый любовь любовь называться,1
ученье вскоре бросить продолжать кое,1
расставаться жить молодожён ходить картинный галереям выставка слушать концерт публичный лекция,1
май переселиться желание старинный подмосковный усадьба настроить сдавались небольшой дача ездить возвращаться москва час ночь,1
ожидать дача москва жить дачник дело усадьба столь похожий степной усадьба климат,1
время дождь кругом сосновый лес,1
дело яркий синева скопляться белый облако высоко перекатывается гром начинать сыпать солнце блестеть дождь быстро превращающийся зноя душистый сосновый пар,1
мокро жирно зеркально,1
парк усадьба дерево большой дача кое построить малы жилище дерево тропический страна,1
пруд стоять громадный чёрный зеркало наполовину затянуть зелёный ряска,1
жить окраина парк лес,1
бревенчатый дача достроить неконопаченый стена неструганые пол печь заслонка мебель,1
постоянный сырость сапог валявшиеся кровать обрасти бархат плесень,1
темнело вечер полуночь стоить стоить полусвет запад неподвижный тихий лес,1
лунный ночь полусвет странно мешаться лунный свет неподвижный заколдованный,1
спокойствие царить чистота небо воздух дождя,1
засыпать проводить станция слышать крыша рушиться ливень громовой раскат круг тьма отвес падать молния,1
утро лиловый земля сырой аллея пестрели тень ослепительный пятно солнце цокать птичка называть мухоловками хрипло трещать дрозды,1
полдень парило находить облако начинать сыпать дождь,1
закат становиться ясный бревенчатый стена дрожать падать окно листву хрустальный золотой сетка низкий солнце,1
идти станция встречать,1
подходить поезд вываливались платформа несметный дачники пахнуть каменный уголь паровоз сырой свежесть лес показываться толпа сетка обремененной пакет закуска фрукт бутылка мадера,1
дружно обедать глаз глаз,1
поздний отъезд бродить парк,1
становиться сомнамбулична идти клоня голова плечо,1
чёрный пруд вековой дерево уходить звёздный небо,1
заколдованный светлый ночь бесконечный безмолвный бесконечно длинный тень дерево серебряный полянин похожий озеро,1
июнь уехать деревня венчаться жить жена хозяйствовать,1
долгий осень провести скучать будничный заботах чтение,1
сосед бывать завистовский одинокий бедный помещик жить верстах два щуплый рыженький несмелый недалёкий недурной музыкант,1
зима появляться вечер,1
знать детство привыкнуть вечер странен,1
играть шашка играть четыре рука рояли,1
рождество поехать город,1
возвратиться луна,1
войти дом найти,1
сесть самовар барыня дуня,1
гулять уйти знать,1
дома завтрак,1
одеться уйти сумрачно сказать проходить столовая поднимать голова старый нянька,1
Верно завистовскому пойти подумать верно прийти вместе семь час,1
пойти прилечь кабинет внезапно заснуть день мерз дорога,1
внезапно очнуться час ясный дикий мысль бросить,1
нанять деревня мужика уехать станция москва станется,1
вернуться,1
пройти дом вернуться,1
Стыдно прислуга,1
час десять знать делать надеть полушубок взять ружьё пойти большой дорога завистовскому думать нарочный прийти целый страшный ночь впереди,1
правда уехать бросить,1
,1
иду скрипя наезженный снег путь блестеть слева снежный поле низкий бедный луна,1
свернуть большой дорога пойти усадьба завистовского аллея голый дерево вести поле въезд двор слева старый нищий дом дом тёмный,1
подняться обледенелый крыльцо труд отворить тяжёлый дверь клоках обивка прихожая краснеть открытый прогореть печка тёплый темнота,1
тёмный зал,1
викентий викентич,1
бесшумный валенках появиться порог кабинет освещенного луной тройной окно,1
входите входите,1
видеть сумерничать коротать вечер огонь,1
войти сесть бугристый диван представить,1
муза исчезнуть,1
промолчать,1
неслышный голос понимать понимать,1
бесшумный валенках шаль плечо выйти спальня прилегавшей кабинет муза,1
ружьё сказать,1
хотеть стрелять стрелять,1
сесть диван,1
посмотреть валенки колено серый юбка золотистый свет падать окно крикнуть жить колено юбка валенки готовый отдать жизнь дело ясный кончить сказать сцена бесполезный чудовищно жестокий труд выговорить дай папиросу сказать завистовскому,1
трусливо сунуться протянуть портсигар карманам шарить спичек говорить задыхаться сказать говорить,1
спросить поднять бровь держать отлёт папиросу,1
сердце колотиться горло бить виски,1
подняться шататься пойти,1
17 октябрь 1938 поздний час сказать,1
девятнадцать год,1
жил россия чувствовать полный свобода разъезжать угодно большой труд проехать какой триста верст,1
ехать откладывать,1
идти проходить год десятилетие,1
откладывать,1
пользоваться единственный последний случай час поздний встретить,1
пойти мост река видеть месячный свет июльской ночь,1
мост знакомый прежний видеть вчера грубо древний горбатый каменный окаменеть время вечный несокрушимость гимназист думать батые,1
древность город говорить кое след городской стена обрыв собор мост,1
старый провинциальный,1
странный указывать кое измениться свет мальчик юноша река судоходный верно углубить расчистить месяц слева река зыбкий свет мерцающем дрожать блеск вода белел колёсный пароход пустой молчаливый иллюминатор осветить похожий неподвижный золотой глаз отражались вода струистый золотой столбами пароход стоять,1
ярославль суэцкий канал ниле,1
париж ночь сырой тёмный розоветь мглистый зарево непроглядный небо сена течь мост чёрный смола висеть струистый столб отражение фонарь мост трехцветные белый синий красный русский национальный флаг,1
мост фонарь сухой пыльный,1
впереди взгорье темнеть сад город сад торчать пожарный каланча,1
бог какой несказанный счастие,1
время ночной пожар впервые поцеловать твой рука сжать ответ забыть тайный согласие,1
улица чернеть народ зловещий необычный озарение,1
гость забить набат броситься окнам калитка,1
гореть река страшно жаркий жадный спешно,1
густо валили черно багровый руном клуб дым высоко вырываться кумачный полотнище пламя поблизости дрожать медный отсвечивать куполе михаил архангел,1
тесноте толпа тревожный жалостливый радостный говор сбежавшегося простонародья слышать запах девичий волос шея холстинковый платье решиться взять замирать твой рука,1
мост подняться взгорье пойти город мощёный дорога,1
город ни единый огонь ни живой душа,1
немой просторно спокойно печально печаль русский степной ночь спать степной город,1
сад слышный осторожно трепетать листвой ровный ток слабый июльский ветер тянуть поля ласково дуть,1
идти большой месяц идти катиться сквозя чернота ветвь зеркальный круг широкий улица лежать тень дом направо тень достигать осветить белый стена траурный глянец переливались чёрный стекло идти тень ступал пятнистый тротуар сквозистый устлан чёрный шёлковый кружевами,1
вечерний платье нарядный длинный стройный,1
необыкновенно идти тонкий стан чёрный молодой глаз,1
таинственный оскорбительно обращать внимание,1
,1
гость,1
цель состоять побывать старый улица,1
пройти ближний путь,1
свернуть просторный улица сад взглянуть гимназия,1
дойти подивиться остаться полвека каменный ограда каменный двор большой каменный здание двор казенно скучный,1
помедлить ворот вызвать грусть жалость воспоминание входить ворог стриженный гребенка первоклассник новенький синий картуз серебряный пальмочками козырёк новый шинелька серебряный пуговицами худой юноша серый куртка щегольский панталонах штрипками,1
старый улица показаться,1
неизменный,1
ухабистый мостовый ни деревца оба сторона запыленные купеческий дом тротуар ухабистый хороший идти срединой улица полный месячный свет,1
ночь,1
конец август город пахнуть яблоками гора лежать базар тепло наслаждение идти косоворотка подпоясанной кавказский ремешок,1
помнить ночь небо,1
решиться дойти ваш дом,1
верно измениться страшный увидать,1
чужой новый человек жить,1
отец мать брат пережить молодой срок умереть,1
умереть родный дружба приятельство начинать жизнь начинать уверенный конец начаться протекло завершиться глаз быстро глаз,1
сесть тумба возле купеческий дом неприступного замок воротами думать далёкий время убранные тёмный волос ясный взгляд лёгкий загар юный лицо лёгкий летний платье непорочность крепость свобода молодой тело,1
начало любовь время омраченного счастие близость доверчивость восторженный нежность радость,1
особый тёплый светлый ночах русский уездный город конец лето,1
мир какой благополучие,1
бродить ночной весёлый город старик колотушка собственный удовольствие стеречь спите спокойно добрый человек стережет божье благоволение высокий сияющее небо беззаботно поглядывать старик бродить нагретой день мостовая изредка забава запускать колотушкой плясовой трель,1
ночь поздний час город спать ждать ваш подсохнуть осень сад тайком проскользнуть тихо отворить калитка заранее отпереть тихо быстро пробежать двор сараем глубина двор войти пёстрый сумрак сад слабо белеть скамья яблонями твое платье быстро подойти радостный испуг встретить блеск ждущих глаз,1
сидеть сидеть какой недоумение счастие,1
рука обнимать слыша биение твой сердце держать твой рука чувствовать,1
поздно колотушка слышный лечь скамья задремать трубка зуб старик греться месячный свет,1
глядеть вправо видеть высоко безгрешно сиять двор месяц рыбий блеск блестит крыша дом,1
глядеть влево видеть заросшую сухой трава дорожка пропадавшую яблонями выглядывавшую другого сад одинокий зелёный звезда теплившуюся бесстрастно вместе выжидательный беззвучно говорить,1
двор звезда видеть мельком мир лёгкий сумрак лучистый мерцание глаз сумраке,1
проводить калитка сказать будущий жизнь встретиться стать колено поцелую нога дать земля,1
выйти середина светлый улица пойти подворье,1
обернуться видеть белеть калитка,1
подняться тумба пойти путь прийти,1
старый улица цель страшный признаться исполнение знать неминуемый,1
пойти взглянуть уйти навсегда,1
дорога знакомый,1
прямо влево базар базар монастырский выезд город,1
базар город город,1
пахучий ряд,1
обжорный ряд навес длинный стол скамья сумрачно,1
скобяном висеть цепь средина проход икона большеглазый спас ржавый оклад,1
мучной утро бегать клевать мостовый целый стаей голуби,1
идти гимназия,1
толстый радужный зоб клюют бежать женственно щепотко виляясь покачиваться однообразно подёргивать головка замечать взлетать свистеть крыло наступить,1
ночь быстро озабоченно носиться крупный тёмный крыса гадкий страшный,1
монастырский улица пролёт поле дорога город домой деревня город мёртвый,1
париж двое суток выделяться дом номер улица из прочих дом чумной бутафория подъезд траурный серебром обрамление двое суток лежать подъезд траурный покров столик лист бумага траурный кайма расписываться знак сочувствие вежливый посетитель некий последний срок останавливаться подъезд огромный траурный балдахин колесница дерево чёрный смолистый чумной гроб закругленно вырезанные пол балдахин свидетельствовать небесах крупный белый звезда угол крыша увенчать кудреватый чёрный султан перо страус преисподней колесница впрячь рослый чудовище угольный рогатый попона белый кольцо глазница бесконечно высокий козлах сидеть ждать вынос старый пропойца символически наряженный бутафорский гробный мундир треугольный шляпа внутренне ухмыляющийся торжественный слово,1
requiem aeternam dona eis domine et lux perpetua luceat Дай вечный покой,1
господь светить вечный свет лат,1
дуть поле монастырский ветерок нести навстречу полотенце открытый гроб покачиваться рисовый лицо пёстрый венчик лоб закрытый выпуклый век,1
нести,1
выезд слева шоссе монастырь время алексей михаилович крепостной закрыть ворота крепостной стена блестеть золоченые репы собор,1
поле пространный квадрат стена невысокий заключить целый роща разбить пересекаться долгий проспект сторона старый вяз липами березами усеять разнообразный крестами памятник,1
ворота раскрыть настежь увидеть главный проспект ровный бесконечный,1
несмело снять шляпа войти,1
поздно немой,1
месяц стоять дерево насколько хватать глаз ясно,1
пространство роща мёртвый крест памятник узорный пестрело прозрачный тень,1
ветер стих предрассветный час светлый тёмный пятно пестрившие дерево спать,1
дать роща кладбищенский церковь мелькнуть бешеный быстрота тёмный клубок понеслось шарахнуться сторона голова оледенеть стянулась сердце рвануться замереть,1
,1
пронестись скрыться,1
сердце грудь остаться стоять,1
остановившимся сердце нести тяжкий чаша двинуться,1
знать идти идти прямо проспект конец несколько шаг задний стена остановиться перед ровный место сухой трава одиноко лежать удлинённый узкий камень возглавие стена,1
стена дивный самоцвет глядела невысокий зелёный звезда лучистый прежняя немой неподвижный 19 октябрь 1938 часть второй руся одиннадцатый час вечер скорый поезд москва севастополь остановиться маленький станция подольск остановка полагаться ждать второй путь,1
поезд опущенному окно вагон первый класс подойти господин дама,1
рельс переходить кондуктор красный фонарь висящей рука дама спросить послушайте стоить,1
кондуктор ответить опаздывать встречный курьерский,1
станция тёмный печальный,1
наступить сумерки запад станция чернеющими лесистый поле мертвенно светила долгий летний московский заря,1
окно сыро пахнуть болотом,1
тишина слышный равномерный сырой скрип дергача,1
облокотиться окно плечо жить местность каникулах сказать,1
репетитор дачный усадьба верстах пять,1
скучный местность,1
мелкий лес сороки комар стрекоза,1
вида никакой,1
усадьба любоваться горизонт мезонин дом русский дачный стиль запущенный хозяин человек обеднеть дом некоторый подобие сад сад озеро болото зарасти куга кувшинками неизбежный плоскодонка возле топкий берег скучающий дачный девица катать болоту полагаться,1
девица скучать,1
катал ночь выходить поэтично,1
запад небо ночь зеленоватый прозрачный горизонт тлеть тлеть,1
весло найтись лопата греб дикарь направо налево,1
противоположный берег тёмный мелкий лес ночь стоять странный полусвет,1
невообразимая тишина комар ноют стрекозы летать,1
думать летать ночь оказаться летать,1
Прямо страшный,1
зашуметь встречный поезд налететь грохот ветер слившись золотой полоса освещенных окно пронестись,1
